,369,481,640,650,673,737,748,749,824,841,877,888,897,913,920,928,937,947,949,975,1133,1137,1166,1171,1220,1225,1238,1278,1280,1297
369,0.9999999999999996,0.051793708805710596,0.0714061132257835,0.057953686608479826,0.0672339277496068,0.08390663032587063,0.07220479472698982,0.0599944679075632,0.06894556133568025,0.09901571992933442,0.008140868357482189,0.01320842762993084,0.007247893899257887,0.0035959314784756373,0.0,0.0,0.0076097903939487685,0.002509790837213637,0.0,0.003450919056898945,0.002174416760638961,0.003963028574278401,0.019883708757565264,0.009693698918791476,0.0064791036221657945,0.007095451378024904,0.004486622440062712,0.0031513943040518497,0.005985273745595921,0.010206241062231863
481,0.051793708805710596,0.9999999999999991,0.06848032211240208,0.04391241635387688,0.05569767233298706,0.06170603536392024,0.06343992470997996,0.04531853014111002,0.05919030251200787,0.04563346656801709,0.0,0.006265066995598424,0.0,0.0,0.004470490759486905,0.0,0.0,0.0,0.004429998311636596,0.0,0.0,0.0,0.010060148316660486,0.008392857339118149,0.0025948476684134673,0.002009277011767162,0.007608411256757473,0.006183763437026226,0.0015029765508715678,0.002948868729588837
640,0.0714061132257835,0.06848032211240208,1.0000000000000004,0.08927339548661012,0.08988311187639772,0.11649653185069192,0.27401917061979303,0.17461017380782584,0.10408674471954112,0.11057452879912497,0.002176385578961444,0.00809810515894341,0.004373292182033797,0.005833404430934375,0.001491651665281918,0.0017512354777295509,0.004112478948452479,0.0024825863377846828,0.0,0.0023894593380054674,0.004344711945869884,0.000603087988226793,0.010709867988856403,0.013563666613371373,0.010997573733576817,0.0028912199992191362,0.00746265636975034,0.0051853723829079134,0.004727611351910441,0.012281001732220919
650,0.057953686608479826,0.04391241635387688,0.08927339548661012,1.0000000000000007,0.061949594912250036,0.06477965307485611,0.07687080781369848,0.05892148518362625,0.057241771143493075,0.06329237982419428,0.01124504234215314,0.008869048544018867,0.007871596947932567,0.003063037009677398,0.0,0.0,0.013280332869781896,0.0017102844738728909,0.0,0.0,0.0,0.0015580304402886289,0.014636796198439446,0.007821717472109488,0.005694276373417445,0.0032474955391120267,0.007850612038677674,0.002971989323593734,0.00112462362216211,0.010002949823884662
673,0.0672339277496068,0.05569767233298706,0.08988311187639772,0.061949594912250036,1.0000000000000007,0.08187048986917707,0.07915179029358187,0.06387205708648772,0.0638457576341247,0.05755703702745053,0.0,0.006486447755261414,0.0,0.0,0.004176901884727631,0.0,0.0032902015301938823,0.001112272501109122,0.0,0.0,0.004095485454418126,0.0,0.00821694620620284,0.008625285511595786,0.0022958685642539304,0.0,0.008248187190027753,0.005112605119305013,0.0052660204934279475,0.007233953697306289
737,0.08390663032587063,0.06170603536392024,0.11649653185069192,0.06477965307485611,0.08187048986917707,0.9999999999999998,0.1164962571243465,0.08562201157700026,0.20708821402127423,0.06053858155235462,0.002019403289371707,0.007781567020997118,0.006929384264306219,0.004400521989764565,0.004469357530887282,0.007616808686105191,0.008233597578576488,0.004511055777932035,0.002143004200404618,0.004750945880473573,0.005155577102357969,0.0018652912103116611,0.0159915632246787,0.016520959234485412,0.010141346791738944,0.005568660398751316,0.006563103968520383,0.004476317298087563,0.006013972671587795,0.011199740924486293
748,0.07220479472698982,0.06343992470997996,0.27401917061979303,0.07687080781369848,0.07915179029358187,0.1164962571243465,1.0,0.20375372049312168,0.10713856837005793,0.06737116222728308,0.0058230754425338815,0.014469201192382623,0.010869833771802213,0.0047584424445687775,0.0,0.0,0.007641133245874394,0.005092458747156965,0.0,0.004566549671875359,0.0,0.004302946913915158,0.014859972402978502,0.008634258495625973,0.004305334483549484,0.0017439504929218095,0.011079227591010245,0.007261431369007989,0.0052283827659962,0.008585730070318157
749,0.0599944679075632,0.04531853014111002,0.17461017380782584,0.05892148518362625,0.06387205708648772,0.08562201157700026,0.20375372049312168,0.9999999999999998,0.07082834372430355,0.0546415819468599,0.0,0.010946767566359573,0.007169463088506687,0.0,0.007458395274205821,0.0,0.005140693076726443,0.007572027364502323,0.0,0.0,0.002688608739503539,0.0012061981241366796,0.010749066720540662,0.006599597116533453,0.0014758446475552041,0.003561713223747498,0.0046500111459416,0.0025142448267550083,0.001305993966806358,0.0032115227004819993
824,0.06894556133568025,0.05919030251200787,0.10408674471954112,0.057241771143493075,0.0638457576341247,0.20708821402127423,0.10713856837005793,0.07082834372430355,0.9999999999999999,0.06662579807078424,0.002671771695465198,0.0063668939082996805,0.009901356241796687,0.00491240615334111,0.0035765224990812394,0.004198924744340544,0.007465777824955014,0.0023809917823731336,0.0,0.0019642935485173632,0.0020628286476189247,0.0032390842260353603,0.015922891975986286,0.01953881523770963,0.005923806786819589,0.006751415956230811,0.009225078635021379,0.005908155466543317,0.008483775754917603,0.01309782153808204
841,0.09901571992933442,0.04563346656801709,0.11057452879912497,0.06329237982419428,0.05755703702745053,0.06053858155235462,0.06737116222728308,0.0546415819468599,0.06662579807078424,0.9999999999999999,0.003121379373271996,0.004532939605877436,0.0019041257033956525,0.0015115244568392075,0.0019808627190600427,0.0,0.0,0.0013187161152496166,0.0,0.0018132118841452595,0.0025706271444079776,0.00208228891770824,0.003843875871354752,0.005747302980775821,0.0006968304179203878,0.0012519919250423338,0.0028984428165061507,0.0018036752160422445,0.001294931874243892,0.006557376924605872
877,0.008140868357482189,0.0,0.002176385578961444,0.01124504234215314,0.0,0.002019403289371707,0.0058230754425338815,0.0,0.002671771695465198,0.003121379373271996,0.9999999999999997,0.04276728498045057,0.1261760958651544,0.16558798612019063,0.0,0.0,0.10422991948148347,0.008456532926740722,0.05944155866827404,0.08010115302428335,0.0,0.0,0.007922286608700257,0.0,0.0,0.0,0.0,0.0,0.013180970931218214,0.0
888,0.01320842762993084,0.006265066995598424,0.00809810515894341,0.008869048544018867,0.006486447755261414,0.007781567020997118,0.014469201192382623,0.010946767566359573,0.0063668939082996805,0.004532939605877436,0.04276728498045057,1.0000000000000016,0.0983236674899647,0.047689651318553176,0.07137130616248567,0.011202093069146664,0.09620557570354099,0.09147058868752582,0.04774872553200746,0.03703241903504036,0.0,0.012344834917135984,0.03037981237483902,0.024130373206787983,0.02005546234398,0.019119617376970023,0.010472077080125236,0.020196327390140684,0.011910765311554227,0.018112547616894216
